resolutionDurationHours,processing_steps,issue_comments_count,isComplex,timePerStepHours,wfe_reopened,issue_type,resolutionSpeedCategory,sla_violated,cluster
0.5533333333333333,2,1,0,0.2766666666666666,0,ticket,fast,0,0
26.40111111111111,2,0,0,13.200555555555557,0,ticket,fast,0,0
120.89083333333332,2,0,0,60.44541666666667,0,ticket,fast,0,0
0.015,2,1,0,0.0075,0,vacation,fast,0,0
136.5986111111111,2,5,0,68.29930555555555,0,story,fast,0,0
301.1666666666667,1,0,0,301.1666666666667,0,story,medium,0,0
73.935,2,0,0,36.9675,0,bug,fast,0,0
573.1969444444444,2,5,0,286.5984722222222,0,story,medium,0,0
142.33416666666668,2,2,0,71.16708333333334,0,ticket,fast,0,0
4540.899444444444,1,9,0,4540.899444444444,0,story,medium,0,0
3.703055555555556,2,1,0,0.00375,0,story,fast,0,0
0.8411111111111111,2,1,0,0.4205555555555555,0,story,fast,0,0
335.8383333333333,2,0,0,167.91916666666663,0,story,medium,0,0
66.98722222222223,2,1,0,33.493611111111115,0,assistance,fast,0,0
171.92777777777778,2,3,0,85.96388888888889,0,story,fast,0,0
20.4175,3,2,0,6.805833333333333,0,ticket,fast,0,0
142.21555555555557,2,4,0,71.10777777777778,0,story,fast,0,0
428.9675,2,0,0,214.48375,0,story,medium,0,0
339.09472222222223,2,1,0,169.54736111111112,0,story,medium,0,0
287.0177777777778,2,0,0,143.5088888888889,0,story,medium,0,0
211.25472222222223,1,0,0,211.25472222222223,0,bug,fast,0,0
174.90222222222224,1,1,0,174.90222222222224,0,vacation,fast,0,0
116.45555555555556,1,2,0,116.45555555555556,0,story,fast,0,0
0.385,1,1,0,0.385,0,assistance,fast,0,0
24.89638888888889,2,2,0,12.451805555555556,0,assistance,fast,0,0
168.44583333333333,3,1,0,56.14861111111111,0,vacation,fast,0,0
0.0083333333333333,1,0,0,0.0083333333333333,0,story,fast,0,0
279.7213888888889,2,2,0,139.86069444444445,0,story,medium,0,0
0.3530555555555555,1,1,0,0.3530555555555555,0,sprint summary,fast,0,0
66.94222222222223,3,0,0,22.314074074074075,0,story,fast,0,0
66.04027777777777,3,0,0,22.01342592592593,0,story,fast,0,0
60.693888888888885,3,0,0,20.231296296296296,0,story,fast,0,0
65.90972222222223,3,0,0,21.96990740740741,0,story,fast,0,0
60.464444444444446,3,1,0,20.154814814814813,0,story,fast,0,0
9237.775,1,0,0,9237.77527777778,0,story,medium,0,0
166.5613888888889,2,0,0,83.28069444444445,0,vacation,fast,0,0
9237.818611111112,1,0,0,9237.818611111112,0,story,medium,0,0
9236.4375,1,0,0,9236.4375,0,story,medium,0,0
383.60527777777776,3,0,0,127.86842592592592,0,ticket,medium,0,0
407.3861111111111,4,0,0,101.84652777777778,0,story,medium,0,0
143.5886111111111,3,0,1,47.86287037037037,0,sub-task,fast,0,2
23.31861111111111,2,0,0,11.659305555555555,0,sub-task,fast,0,0
0.0372222222222222,2,0,0,0.0186111111111111,0,sub-task,fast,0,0
315.7125,3,0,0,105.2375,0,ticket,medium,0,0
17422.12138888889,1,0,0,17422.121666666666,0,epic,slow,1,0
2522.5427777777777,4,1,0,630.6356944444444,0,story,medium,0,0
170.6136111111111,1,0,0,170.6136111111111,0,story,fast,0,0
191.52444444444444,2,1,0,95.76222222222222,0,ticket,fast,0,0
49.8075,3,1,1,32.117592592592594,0,ticket,fast,0,2
0.0075,1,0,0,0.0075,0,story,fast,0,0
143.3086111111111,2,0,0,71.65430555555555,0,ticket,fast,0,0
448.88,4,0,0,112.22,0,ticket,medium,0,0
143.12833333333333,1,0,0,143.12833333333333,0,ticket,fast,0,0
278.21222222222224,4,3,0,69.55305555555556,0,story,medium,0,0
19960.156666666662,1,1,0,19960.156666666662,0,epic,slow,1,0
168.64777777777778,3,0,0,56.21592592592593,0,ticket,fast,0,0
1267.532222222222,2,1,0,633.7661111111111,0,story,medium,0,0
668.3163888888889,4,1,0,167.07909722222223,0,ticket,medium,0,0
985.6536111111112,2,0,0,492.8268055555556,0,story,medium,0,0
677.2316666666667,4,1,0,169.30791666666667,0,ticket,medium,0,0
337.4055555555556,1,0,0,337.4055555555556,0,retrospective,medium,0,0
0.0047222222222222,1,0,0,0.0047222222222222,0,vacation,fast,0,0
16.51972222222222,1,1,0,16.51972222222222,0,story,fast,0,0
152.0336111111111,4,3,0,38.008402777777775,0,ticket,fast,0,0
0.1741666666666666,2,2,0,0.0870833333333333,0,story,fast,0,0
145.28444444444443,2,3,0,72.64222222222222,0,ticket,fast,0,0
44.93861111111111,2,0,0,22.469305555555557,0,ticket,fast,0,0
43.85111111111111,2,0,0,21.925555555555555,0,sprint summary,fast,0,0
768.2330555555556,2,3,0,384.1165277777778,0,story,medium,0,0
68.08305555555556,1,0,0,68.08305555555556,0,story,fast,0,0
93.64,2,0,0,46.82,0,ticket,fast,0,0
1157.8633333333332,2,1,1,578.9316666666666,0,story,medium,0,2
50355.32710111112,1,3,0,50355.32710138889,0,ticket,slow,1,1
4217.663419444445,1,0,0,4217.663420555556,0,epic,medium,0,0
1.2213888888888889,1,0,0,1.2213888888888889,0,story,fast,0,0
355.4422222222222,2,0,0,177.7211111111111,0,story,medium,0,0
599.7975,2,0,0,299.89875,0,ticket,medium,0,0
1165.713611111111,6,4,0,194.28560185185185,0,ticket,medium,0,0
338.7463888888889,4,0,0,84.68659722222222,0,story,medium,0,0
1010.2536111111112,2,0,0,505.1268055555556,0,ticket,medium,0,0
0.0697222222222222,1,0,0,0.0697222222222222,0,story,fast,0,0
341.50666666666666,2,0,0,170.75333333333333,0,retrospective,medium,0,0
170.86416666666668,2,0,0,85.43208333333334,0,story,fast,0,0
503.6038888888889,2,0,0,251.80194444444444,0,ticket,medium,0,0
889.5686111111111,2,0,0,444.78430555555553,0,ticket,medium,0,0
21.09861111111111,2,0,0,10.549305555555556,0,ticket,fast,0,0
245.31166666666667,2,0,0,122.65583333333332,0,ticket,medium,0,0
0.0055555555555555,1,0,0,0.0055555555555555,0,story,fast,0,0
98.48416666666668,2,0,0,49.24208333333333,0,story,fast,0,0
0.0175,1,0,0,0.0175,0,sprint summary,fast,0,0
48.62277777777778,2,0,0,24.31138888888889,0,story,fast,0,0
0.0716666666666666,1,0,0,0.0716666666666666,0,vacation,fast,0,0
618.2641666666667,2,2,0,309.13208333333336,0,ticket,medium,0,0
116.99666666666668,2,1,0,58.498333333333335,0,ticket,fast,0,0
835.8383333333334,8,2,0,104.47979166666669,0,ticket,medium,0,0
333.93555555555554,4,1,0,83.48388888888888,0,ticket,medium,0,0
505.7572222222222,4,1,0,126.43930555555556,0,sprint summary,medium,0,0
1465.5877777777778,6,1,0,244.2646296296296,0,story,medium,0,0
0.0363888888888888,2,0,0,0.0181944444444444,0,story,fast,0,0
189.04722222222225,4,0,0,47.261805555555554,0,story,fast,0,0
355.50305555555553,4,1,0,88.87576388888888,0,ticket,medium,0,0
316.4886111111111,1,4,0,316.4886111111111,0,story,medium,0,0
357.9761111111111,4,1,0,89.49402777777777,0,ticket,medium,0,0
47.511944444444445,2,1,0,23.755972222222223,0,ticket,fast,0,0
47.910833333333336,2,0,0,23.955416666666668,0,story,fast,0,0
138.45083333333332,2,3,0,69.22541666666666,0,story,fast,0,0
143.1638888888889,2,3,0,71.58194444444445,0,ticket,fast,0,0
64.49583333333334,2,0,0,32.24791666666667,0,ticket,fast,0,0
41.45388888888889,2,0,0,20.726944444444445,0,story,fast,0,0
0.0852777777777777,2,0,0,0.0426388888888888,0,sprint summary,fast,0,0
281.5538888888889,2,1,0,140.77694444444444,0,story,medium,0,0
337.15416666666664,2,0,0,168.57708333333332,0,ticket,medium,0,0
18515.66388888889,2,0,0,9257.831944444444,0,epic,slow,1,0
44.63194444444444,5,1,1,8.926388888888889,0,story,fast,0,2
23.406111111111112,1,2,0,23.406111111111112,0,vacation,fast,0,0
0.5269444444444444,2,1,0,0.2634722222222222,0,story,fast,0,0
459.6747222222222,1,0,0,459.6747222222222,0,retrospective,medium,0,0
207.58083333333332,2,6,0,103.79041666666669,0,story,fast,0,0
168.69027777777777,3,1,0,56.2300925925926,0,ticket,fast,0,0
197.44944444444445,2,0,0,98.72472222222224,0,story,fast,0,0
2449.583611111111,1,0,0,2449.583611111111,0,story,medium,0,0
9602.311944444444,1,0,0,9602.311944444444,0,story,medium,0,0
1.521111111111111,2,2,0,0.7605555555555555,0,ticket,fast,0,0
174.3036111111111,2,0,0,87.15180555555555,0,ticket,fast,0,0
263.39944444444444,5,1,1,52.67988888888889,0,retrospective,medium,0,2
648.2666666666667,3,6,0,216.0888888888889,0,ticket,medium,0,0
475.7816666666667,2,3,0,237.89083333333332,0,vacation,medium,0,0
28.37361111111111,3,3,1,39.681296296296296,0,ticket,fast,0,2
0.0366666666666666,1,0,0,0.0366666666666666,0,ticket,fast,0,0
1805.9647222222225,6,1,0,300.99412037037035,0,ticket,medium,0,0
22.500555555555557,2,1,0,11.250277777777775,0,ticket,fast,0,0
22.465,2,1,0,11.23263888888889,0,ticket,fast,0,0
379.4822222222222,2,2,0,189.7411111111111,0,story,medium,0,0
102.405,1,4,0,102.405,0,vacation,fast,0,0
20594.141666666663,1,0,0,20594.141666666663,0,epic,slow,1,0
1445.9544444444443,2,2,0,722.9772222222222,0,ticket,medium,0,0
671.0197222222222,2,0,0,335.5098611111111,0,ticket,medium,0,0
143.2372222222222,2,1,0,71.61861111111111,0,story,fast,0,0
988.8897222222222,2,0,0,494.4448611111111,0,ticket,medium,0,0
4663.008055555556,2,1,0,2331.504027777778,0,story,medium,0,0
347.8905555555556,2,0,0,173.9452777777778,0,story,medium,0,0
701.5358333333334,2,0,0,350.7679166666667,0,story,medium,0,0
1.0497222222222222,1,0,0,1.0497222222222222,0,story,fast,0,0
0.0138888888888888,1,0,0,0.0138888888888888,0,ticket,fast,0,0
338.7077777777778,4,0,0,84.67694444444444,0,story,medium,0,0
72127.33253027778,1,4,0,72127.33253055556,0,ticket,slow,1,1
74.67388888888888,2,1,0,37.33694444444444,0,story,fast,0,0
21.815277777777776,2,0,0,10.907638888888888,0,ticket,fast,0,0
144.3311111111111,4,1,0,36.08277777777778,0,story,fast,0,0
