issueid,id,comment_seq,utr_seq,author,created,is_private,actionbody,author_role,created_dt,messageClean,wordCount
1009637.0,1102357.0,10,1,4lqg,2022-11-06 09:20:56+00:00,0.0,thanks for your usual support and cooperation.,assignee,2022-11-06 09:20:56+00:00,thanks for your usual support and cooperation,7
1009637.0,1102357.0,10,2,4lqg,2022-11-06 09:20:56+00:00,0.0,"best regards,  ph_user   ph_user .",assignee,2022-11-06 09:20:56+00:00,best regards ph user ph user,6
1009637.0,1102496.0,11,0,t.yzcz0yio,2022-11-06 13:40:57+00:00,0.0,greetings kindly note i have uploaded a new logs before and after the re-scan process also attached the ph_technical for the todays ph_items,others,2022-11-06 13:40:57+00:00,greetings kindly note i have uploaded a new logs before and after the re scan process also attached the ph technical for the todays ph items,26
1009637.0,1102506.0,12,0,4lqg,2022-11-06 13:58:02+00:00,0.0,"greetings thanks for the usual support, i will share the same with dev team and get back to you the soonest.",assignee,2022-11-06 13:58:02+00:00,greetings thanks for the usual support i will share the same with dev team and get back to you the soonest,21
1009637.0,1102506.0,12,1,4lqg,2022-11-06 13:58:02+00:00,0.0,"best regards,  ph_user   ph_user .",assignee,2022-11-06 13:58:02+00:00,best regards ph user ph user,6
1009637.0,1103272.0,13,0,4lqg,2022-11-09 07:01:41+00:00,0.0,"greetings we've tried to analyze the shared log to find any ph_technical exceptions related to this case, nothing is showing on the log, you  ph_user  retry the case and collect only one log file for when your ph_technical team approves a voucher that contains more than one ph_item and some of the ph_items in the voucher marked as failed, otherwise we need to send you a logger file and it should be deployed on prod since the case is not reproducible on uat.",assignee,2022-11-09 07:01:41+00:00,greetings we ve tried to analyze the shared log to find any ph technical exceptions related to this case nothing is showing on the log you ph user retry the case and collect only one log file for when your ph technical team approves a voucher that contains more than one ph item and some of the ph items in the voucher marked as failed otherwise we need to send you a logger file and it should be deployed on prod since the case is not reproducible on uat,89
1009637.0,1103272.0,13,1,4lqg,2022-11-09 07:01:41+00:00,0.0,"best regards,  ph_user   ph_user .",assignee,2022-11-09 07:01:41+00:00,best regards ph user ph user,6
1009637.0,1105501.0,14,0,t.yzcz0yio,2022-11-20 11:51:02+00:00,0.0,greetings please find the attached its contain logs taken once the  ph_user  team got com-failed for one of the ph_item,others,2022-11-20 11:51:02+00:00,greetings please find the attached its contain logs taken once the ph user team got com failed for one of the ph item,23
1009637.0,1105501.0,14,1,t.yzcz0yio,2022-11-20 11:51:02+00:00,0.0,ph_item number ph_technical,others,2022-11-20 11:51:02+00:00,ph item number ph technical,5
1009637.0,1105535.0,15,0,4lqg,2022-11-20 12:40:20+00:00,0.0,"greetings as mentioned in my previous comment, we've tried to analyze the shared log to find any ph_technical exceptions related to this case, nothing is showing on the log, you  ph_user  retry the case and collect only one log file for when your ph_technical team approves a voucher that contains more than one ph_item and some of the ph_items in the voucher marked as failed, otherwise we need to send you a logger file and it should be deployed on prod since the case is not reproducible on uat.",assignee,2022-11-20 12:40:20+00:00,greetings as mentioned in my previous comment we ve tried to analyze the shared log to find any ph technical exceptions related to this case nothing is showing on the log you ph user retry the case and collect only one log file for when your ph technical team approves a voucher that contains more than one ph item and some of the ph items in the voucher marked as failed otherwise we need to send you a logger file and it should be deployed on prod since the case is not reproducible on uat,95
1009637.0,1105535.0,15,1,4lqg,2022-11-20 12:40:20+00:00,0.0,"best regards,  ph_user   ph_user .",assignee,2022-11-20 12:40:20+00:00,best regards ph user ph user,6
1009637.0,1105898.0,16,0,4lqg,2022-11-21 14:36:29+00:00,0.0,"greetings based on the latest log file for the ph_technical (ph_technical) , i have found the below line showing the below error while sending async message!",assignee,2022-11-21 14:36:29+00:00,greetings based on the latest log file for the ph technical ph technical i have found the below line showing the below error while sending async message,27
1009637.0,1105898.0,16,2,4lqg,2022-11-21 14:36:29+00:00,0.0,"the above ip and queue manager showing is for uat , we've kept like that because the camel used to release the ph_items before was the one used in the secure (ph_technical) due to the latest changes , camels in both tomcats will be used therefore the ph_country ph_technical file in the (ph_technical) should be updated with correct ph_technical values.",assignee,2022-11-21 14:36:29+00:00,the above ip and queue manager showing is for uat we ve kept like that because the camel used to release the ph items before was the one used in the secure ph technical due to the latest changes camels in both tomcats will be used therefore the ph country ph technical file in the ph technical should be updated with correct ph technical values,65
1009637.0,1105898.0,16,3,4lqg,2022-11-21 14:36:29+00:00,0.0,"best regards,  ph_user   ph_user .",assignee,2022-11-21 14:36:29+00:00,best regards ph user ph user,6
1009637.0,1106039.0,17,1,t.yzcz0yio,2022-11-22 07:41:03+00:00,0.0,can you please list the file names to compare them between the tomcats,others,2022-11-22 07:41:03+00:00,can you please list the file names to compare them between the tomcats,13
1009637.0,1106091.0,18,0,4lqg,2022-11-22 09:09:52+00:00,0.0,"greetings the change is already mentioned in my previous comment, we only need to configure the ph_technical credentials on bank tomcat, all of the ph_technical integration points related to ph_country are all maintained in ph_country- ph_user -integration.properties path: ph_technical ph_path",assignee,2022-11-22 09:09:52+00:00,greetings the change is already mentioned in my previous comment we only need to configure the ph technical credentials on bank tomcat all of the ph technical integration points related to ph country are all maintained in ph country ph user integration properties path ph technical ph path,48
1009637.0,1106202.0,19,0,4lqg,2022-11-22 14:32:22+00:00,0.0,"greetings file is uploaded , please take a backup on the server from the existing file and move the provided file ph_country- ph_user -integration.properties , clear the current logs, and restart the bank tomcat and update us with your feedback once you couple more checks.",assignee,2022-11-22 14:32:22+00:00,greetings file is uploaded please take a backup on the server from the existing file and move the provided file ph country ph user integration properties clear the current logs and restart the bank tomcat and update us with your feedback once you couple more checks,46
1009637.0,1106202.0,19,1,4lqg,2022-11-22 14:32:22+00:00,0.0,"best regards,  ph_user   ph_user ",assignee,2022-11-22 14:32:22+00:00,best regards ph user ph user,6
1009637.0,1107197.0,20,0,t.yzcz0yio,2022-11-28 10:40:17+00:00,0.0,greetings kindly note the issue is solved after deploying the below thanks a lot for the support,others,2022-11-28 10:40:17+00:00,greetings kindly note the issue is solved after deploying the below thanks a lot for the support,17
1009637.0,1107497.0,21,0,4lqg,2022-11-29 08:21:42+00:00,0.0,"greetings based on your update, i will consider this ticket closed.",assignee,2022-11-29 08:21:42+00:00,greetings based on your update i will consider this ticket closed,11
